date_published,rating_value_10,rating_value_5,title,body
2020-09-01,2,2,"""buy a new and very expensive ticket""","✅ Trip Verified | Because the travel office where I bought the ticket turned insolvent, Singapore Airlines declared all issued tickets of them as invalid. This is why I had to buy a new and very expensive ticket at Changi Airport directly by Singapore Airlines. Singapore Airlines however did not inform me about the cancellation of the plane ticket, nor did the check-in hotline inform me about the current situation. I am more than dissatisfied because they decline any responsibility and the information provided by the complaints office does not answer the questions at all."
2020-08-21,4,4,"""requested for a reinstatement of my ticket""","✅ Trip Verified | I am very disappointed with Singapore Airlines (SQ) which claims to be the World’s Best Airline. Paid the high price and full fare for the First-Class ticket and was refunded only 29% of the full fare without giving the passenger a chance to confirm/consent to the refund amount. Very poor customer service and communication. March 23, 2020: SQ emailed me that my flight was cancelled due to Covid-19 situation. April 5: I wrote back ""I would like to get a refund for my ticket. Pls revert."" My intention was to ask what was the refund amount and was expecting them to revert. April 7: No response from SQ so wrote asking a few questions about the refund process. April 14: SQ unilaterally refunded the ticket without confirming the amount. As a First-Class passenger and there are only 4 first class seats on the flight to LAX, SQ could, in the very least, confirm with me the refund amount and obtain my consent before refund. And after I disputed the refund amount as being unreasonably low (not enough for me to buy another one-way first-class ticket back), they should have the courtesy to handle the communication with the customer better and in a more timely manner. So, I have requested for a reinstatement of my ticket instead of the refund on by emailing and calling customer service of SQ on June 5 and got a reply on June 30 that still under investigation. Current status as of Aug 20, it has been one and a half months and still no reply from SQ."
2020-08-15,10,10,"""wanted to thank Singapore Airlines""",Not Verified | We have yet to fly with Singapore Airlines and it doesn't look like we will in the foreseeable future. I just wanted to thank Singapore Airlines for the speed with which they have contacted us to cancel our flight. We look forward to travelling with you in the future.
2020-07-05,1,1,"""airline is ignoring requests""",✅ Trip Verified | Sao Paulo to Dublin via Munich on Lufthansa booked with Singapore Airlines redemption miles. A refund was agreed upon 3 months ago. The airline is ignoring requests for a date when the tax refund will be paid.
2020-06-29,1,1,"""agreed to process a refund""","✅ Trip Verified | In light of the lockdown in many countries in March including my own (UK) which sparked a lot of flight cancellations, I decided to request a cash refund from Singapore Airlines via my travel agent and then through them direct from the start of April. For the initial weeks they were telling me that a cash refund could not be offered and I could only re-book or be offered credit towards booking another flight. After three weeks they then decided to officially cancel my flight (due to take off in early May) and agreed to process a refund. It has now been three months since I initially requested a cash refund via my travel agent and there appears to have been no movement from the airline. I have received time dated copies from my travel agent getting in contact with Singapore Airlines in early April and they have received no communication from the airline has been received thus far despite me being told by an advisor at the airline confirming that they had been in touch with the travel agent to issue the refund, this was around a month ago."
2020-06-11,9,9,"""enjoyed this midnight flight""","✅ Trip Verified | Osaka Kansai to Singapore. There weren't many people on the flight, the check was smooth, no queue. As well as you can tell on how many people were waiting in the boarding room. Funny story the airline website indicate the plane were full where you can't select another economy seats, and pushes you choose at the end of the tail close to lavatory. Even when you're boarded the plane when clearly no people, they weren't let you sit on the same economy coach that were empty. I have to asked 3 times to asked them to move my seat (where less than 50 people on that flight) in such a big plane, which eventually they did it. Nonetheless I still enjoyed this midnight flight and had the whole row for myself."
2020-06-10,8,8,"""I enjoyed their Boeing 787""","✅ Trip Verified | Bali Denpasar to Tokyo Narita via Singapore. I was looking forward to flight with SQ after a while. Although the current situation due to global pandemic got me bit worried to kept flying for this holiday. Since it wasn't a cancelled flight/ route, I decided to carry on. The flight for DPS-SIN were rather full and I enjoyed their Boeing 787. It was a short flight and dinner were served during the flight was delightful. We had a quick layover in Singapore for my connecting flight to Tokyo with A380. I sat on lower deck and the plane was merely full. They gave us light meal before turndown service, however a mistake was made by the cabin crew as they gave me a wrong food that am allergic too (I've never requested). I got sick during the flight. They kept apologise to me and one of the senior crew came to approach. They offered me a doctor service upon arrival in Narita which I refused. I got slightly better, but it shouldn't be happen. Despite of the allergic reaction due to their service, overall I was still able to enjoy the trip. It was just hindering me to give them a perfect score."
2020-05-29,8,8,"""the flight was very pleasant""","Not Verified | Singapore to Taipei in December 2019. The meal was a seafood pasta. The pasta tasted fishy, lacked flavor and was almost soggy. The service from the crew was top-quality, and the toilet was jam-packed with amenities which I really liked. The in-flight entertainment system has much to choose from and could easily keep you pre-occupied for the whole of the flight duration. Overall, the flight was very pleasant but the meal could’ve been much better."
2020-05-18,1,1,"""I cancelled my flight""","✅ Trip Verified | 15th March I was meant to fly back to Sydney from Amsterdam. I was visiting family and friends and with COVID-19 I found it hard to leave. I was checked in but later that day read on the Singapore website that you weren't allowed to enter Singapore airport if you've been to Germany in the last 14 days. I did. I went through Germany for wintersport to Austria just beforey, so I cancelled my flight. I received 83 euros back (which hardly covers my flight) and I didn't have a choice of accepting that money or not. I just got it back. I tried to contact the airline many times about the situation and never got a reply. Now they're saying they can't help me because I already received 83 euro back for my cancellation. Whereas I know and should've had the right to receive flight credits instead for a flight back to Sydney."
2020-04-25,3,3,"""told again and again to wait""","✅ Trip Verified | Despicable handling of ticket refunds/flight credits. Purchased ticket through Ctrip in early March for an April departure. Conditions then were: free changes to itinerary. Itinerary was subsequently re-ticketed on Mar 16 due to evolving situation. Departure postponed to May. Now they want to give neither a refund nor flight credits, available to customers who had booked prior to Mar 15, because my ticket was re-issued literally minutes after 0000 hrs, 16 March. I am told again and again to wait. As for what, I am not sure. In the meantime, the route has been canceled for the month of May and Ctrip has not contacted me about my itin."
2020-04-04,1,1,"""does not give you full refunds""","✅ Trip Verified | Osaka to Bangkok via Singapore booked for March 20th. Singapore Airlines does not give you full refunds or vouchers should they decide. In my case they stated that they have adopted a new travel restriction earlier than the Thailand government required and, thus, would have to seek some other transport. Today 03.04 they also confirmed a hefty cancellation/no-show fee would be deduced."
2020-04-03,1,1,"""there was a fare difference""","✅ Trip Verified | Da Nang to Perth via Singapore. Had to bring my flights home forward by 2 days due to border shutdowns and Government advice re corona virus. Charged me an extra $520AUD to do so despite having a far longer layover in Singapore. Claim that there is no rebooking charge, but there was a fare difference."
2020-04-02,1,1,"""justify charging customers""","Not Verified | Due to the corona virus out break we decided to travel home 6 days early out of a 28 day holiday in Penang, we contacted SIA regarding a change to our flight who informed us we would have to pay 1350RM per person a total of 2700RM. After booking the flight we received an email saying the flight was cancelled with no explanation other than to ring one of there offices in Penang or KL this was at 18.15 there offices close at 17.30. I feel that Singapore Airlines are taking advantage of passengers trying to return home how can they justify charging customers for wanting to return home early. My opinion is 2700RM was an exorbitant price to have pay for a change to flights tickets also the both flights had spare seats when we boarded the flights. We will be returning to Penang when this crises is over but as frequent flyers on Singapore Airlines we will be looking at other airlines."
2020-03-31,10,10,"""I recommend Singapore Airlines""","Not Verified | Manila to Kuala Lumpur via Singapore. I was so happy that I can use In-flight Entertainment System, unlike Cebu Pacific, doesn't have it. Also foods, no need to pay, it is free. On our connecting flight, we almost missed the plane for Singapore to Manila. Running and running, after we landed at Singapore from Kuala Lumpur of SilkAir. It's a little bit delay of Silk Air Kuala Lumpur to Singapore. We thank God that we still catch up the flight! I recommend Singapore Airlines!"
2020-03-29,1,1,"""just want a refund""","Not Verified | Melbourne to Koh Samui via Singapore. Our flights home were cancelled via email a week ago. Supposed to be flying home today. Email stated that we could get in touch via online form, which has taken days and hours to get to actually work. Email response said that they would get in touch shortly, so far nothing. Won't give refund so that we can source other options, only credit for future flights. Unreachable via phone. Can't log on to site at all now. Phone number states not in service. I understand they must be overwhelmed with queries, but feeling totally abandoned and just want a refund so I can find another way home."
2020-03-29,1,1,"""I never expected such behavior from SQ""","✅ Trip Verified | My flight was canceled by Singapore Airlines due to Corona Virus. No transit in SIN possible anymore. They simply cancelled my flights and gave no helping hand to re-book etc. I am booked in Business Class. No refund was granted, only to keep the ticket open for one year. They informed me that if I re-booked to a later flight, a fare difference might appear and I would have to pay on top. This is unbelievable. First they deny any refund, which all other airlines grant, now I also have to pay on top if I re-book to another date. As a frequent traveler and Gold Card Member of Star Alliance, I never expected such behavior from SQ. I strongly suggest not to tolerate such a customer unfriendly style. For me and my company, SQ is not anymore in the traveling list. We will prefer LH/TG going to Europe, and to the US. I am very sorry to write these lines, but other fellow travelers should be aware. By the way the way to get an answer from SQ might take 15-20 days."
2020-03-26,9,9,"""crew were friendly and efficient""","✅ Trip Verified | Melbourne to Singapore. This was our first time flying Premium Economy and my expectation was for Singapore Airlines was to provide an exceptional experience. Firstly the boarding in Melbourne was good, the ground and cabin crew were friendly and efficient. Plenty of legroom and nice comfortable seats. Noise-cancelling headphones were supplied although my wife had to ask for them as they weren't at her seat. The back of the seat in front was a bit grubby and I used an antiseptic wipe to clean it, there were some other grubby bits around the armrest and tray table. Champagne was offered and gratefully accepted. The meal service was prompt although it was just an economy meal. I was hoping for something a little better as I paid double the economy ticket price. Wine was offered however only one red and one white, I don't like Sauvignon Blanc and that was the only white. I did ask the flight attendant for a Chardonnay and she was very obliging and managed to find a glass for me. Big Plus! The flight was comfortable and the crew were outstanding. It makes a difference when the crew are customer-focused. Overall a good experience. Two things, ditch the Sauvignon Blanc and provide an upgraded Premium Economy meal."
2020-03-23,10,10,"""A big thank you""","✅ Trip Verified | Jakarta to Singapore. I reschedule my flight the following day as day after is the lock down. I Top up more money for the ticket. I was confirmed on the morning 9.20am flight. However I received a email that evening that my flight for the next day morning was cancelled. Immediately there was no line, only you got to email. I have no choice but make it the next day for the night flight 20.20. And true enough that morning there isn't any public transport, no taxi that day. I get the Hotel reception to assist. Upon check & reaching home, I learnt to appreciate our Singapore Airlines. They did it. I feel secure upon reaching the Jakarta Airport. A big thank you to Singapore Airlines. ."
2020-03-23,9,9,"""cabin staff were fantastic""","Not Verified | Auckland to Zurich via Singapore. The cabin staff were fantastic. Courteous, helpful, friendly & professional. Unlike Swissair, who did the Zurich to Heathrow bit on 28 February for me & Singapore to Heathrow bit for my wife on 20 March. Disappeared for most of the flight, discourteous to the point of rudeness, not at all bothered."
2020-03-23,9,9,"""an excellent experience""","✅ Trip Verified | Tokyo Haneda to Melbourne via Singapore. Due to the coronavirus crisis I had to bring my flight forward by five weeks. Once I got through to it, the call centre's staff were efficient in getting me suitable flights. Check-in at Haneda was friendly and quick. The ANA lounge was comfortable with a great view of the runway, although food and drink options were limited due to antivirus precautions. The Singapore lounge was very spacious with a good variety of food and drink choices. Onboard both flights the seats were very comfortable and the service was impeccable. My Chinese-style vegetarian meal on the first leg was very tasty, but the Indian-style vegetarian meal on the second leg was not as impressive, with little curry and a lot of bread. There were several drinks rounds on both flights. I managed to get a good sleep on a comfortable long bed. Both flights arrived slightly early. All in all, an excellent experience."
2020-03-18,1,1,"""tried to call many times""","✅ Trip Verified | This used to be my favorite airline for years. Last week I've got an email saying my flight back home to New York for 25th March is cancelled ""due to operational reasons. We will rebook you on alternative flights."" But no rebooking, they are unresponsive, sent 10 emails and tried to call many times."
2020-03-18,1,1,"""cannot reach a ticketing agent""","✅ Trip Verified | Zurich to Melbourne via Singapore booked ages ago. Now with all the travel bans/restrictions due to Corona virus I needed to cancel the three tickets we booked. I cannot reach a ticketing agent on the phone, answering machine tells you to ring again. and again, again to no avail. The ticketing office in Zurich has been shut for a week with a leaflet on the door telling you, you guessed it the number where no-one is home. I sent an online form to which I got an email telling me that they will respond after 7 working days, that means they will get back to me after my scheduled flight would have taken place."
2020-03-12,1,1,"""have not allowed refund""","✅ Trip Verified | Adelaide to Singapore. I had two flights booked to and from from Singapore. Because of the epidemic, my conference in February was cancelled in Singapore. My colleague who booked through Qantas got her flight refunded - no questions asked. Singapore Airlines have been difficult to contact and unhelpful. They have not allowed refund. Never flying this airline ever again."
2020-03-07,9,9,"""cabin crew is nice""","✅ Trip Verified | Bangkok to Makassar via Singapore. Bangkok check-in counter is great. The cabin crew called Hendricks is Nice, warm hospitality, very welcome. I hope to see him again in my other flight. Another cabin crew is also nice. The in-flight meal is good. Singapore - Makassar : The cabin crew is nice, The in-flight meal is terrible. Delayed Boarding time due to late opening security check and only opening 1."
2020-03-07,8,8,"""in-flight meal taste great""","✅ Trip Verified | Makassar to Singapore. It took more time to Check-in since there’s Coronavirus concern in Singapore and they check our passport per pages because we are not allowed to visit or even transit In Singapore if you ever visit China in 14 Days, A little delay for boarding. The flight attendant is nice, the in-flight meal taste great. Singapore - Bangkok: First time using A350-900 and I like it, the aircraft still new and so fresh, The In-flight meal is good. Boarding time is great, on time."
2020-03-06,9,9,"""a pleasant flight""","Not Verified | Flew economy Sydney to Singapore day flight. Very happy and a pleasant flight. Had a row of seats to myself. The A380 cabin was clean and did not look to be very old at all. Range of entertainment options was great. 2 meals served and had vegetarian which were both fine. Plenty of water offered and the crew were polite and professional. Despite news to the contrary, there were hot towels and blankets and pillows!"
2020-03-02,10,10,"""food and crew were amazing""","✅ Trip Verified | Phuket to Singapore, unusually fly by SQ’s sister company Silkair. Happy to fly on their wide body Boeing 777-200 which offer a better product. I find the seats on their old B777-200 more comfortable and better padded than their newer planes. The food and crew were amazing. Overall a great way to fly."
2020-02-28,5,5,"""gave me a hard time with baggage""","✅ Trip Verified | Ahmedabad to San Francisco via Singapore. The overall in-cabin experience was fine, however, the check-in experience at the Ahmedabad airport was horrible. The staff gave me a hard time with baggage. It took 2 hours and standing in the check-in line three times to get my boarding passes. They weighed the personal bag and made fuss about the weight being 0.2 kgs over in one bag while it was 0.3 kgs under in another bag. I was told that the personal bag, which happened to be my laptop bag, cannot have anything else but the laptop and laptop accessories. I asked them if there was a scale I can use to distribute/adjust the weight across all my luggage pieces and they did not know or were not bothered to find out. Each time I had to go through bag screening and stand in long lines to find out that I still need to balance out 0.1 or 0.2 kgs of weight between my bags. While I was going through this ordeal, the staff is trying to sell me upgrade to business class in spite of telling him no once. I do have to mention that I flew Singapore airlines from SFO to Ahmedabad on Jan 27th 2020 and did not have a similar experience with luggage at the San Francisco airport. Given the coronavirus outbreak, I wish the in-cabin staff had some masks on hand to distribute to passengers requesting it. All of them were wearing it and when I asked for one, they said they do not have any."
2020-02-27,7,7,"""Crew was friendly""",✅ Trip Verified | Singapore to Bangkok. Seat and plane were pretty new. Seat was comfortable. Food was terrible. Crew was friendly. Lots better than their economy class crews. Overall was okay.
2020-02-27,6,6,"""not comfortable as I expected""",✅ Trip Verified | Los Angeles to Singapore. This is my 3rd time for Singapore and this is my first time for business class. Seat when adjusted to be flat bed was not comfortable as I expected. Food was not okay.
2020-02-27,1,1,"""I am USD 100 out of pocket""","✅ Trip Verified | Singapore to Zurich. A few weeks in advance they changed several of my upcoming itineraries out of the blue with no offer of refund or compensation. One of the changed itineraries is a big change and really messed up my travel plans. First of all, I paid for a specific itinerary and they just decide to change it to an inferior itinerary. Secondly, I have a non-refundable domestic flight (not SIA) that I can no longer use with the new itinerary so I have to buy a new USD 100 ticket. So, I am USD 100 out of pocket. Customer service is non-existing with SIA. 3 weeks ago my domestic flight (not SIA) got re-scheduled and I arrived very early at MNL so I went to the SIA counter and asked if they could put me on the 2 hour earlier flight to Changi. My flight from Changi to Europe would be the same. So, I would have a 5 hour lay-over in Changi instead of 3 hours. SIA replied that they could do that but asked me to pay a change fee. I declined and took my original flight. I might think it is poor customer service but I acknowledge that they were in their full right to want to charge a change fee although it is in both our interest to increase my buffer time to reduce the risk of missing my connection. However, now that they changed my next itineraries I don't hear them talking about them paying a change fee to me. It is not OK to change and provide an inferior itinerary for the same price for any customer."
2020-02-26,7,7,"""no dedicated crew in premium economy""","Not Verified | This was the daylight flight from Singapore to Johannesburg. Check in and boarding was, as is usual quick and efficient, with a friendly welcome from the crew. There are no pre-flight drinks offered in premium economy. Drinks are offered after take off, including French Champagne, but in tiny plastic tumblers. We had utilized “book the cook”, which had a large range of options, but these are served in an economy format, which nullifies any special qualities. There are no dedicated crew in premium economy, with the result that is approximately an hour before trays are removed and drink refills are available. The flight was good, the entertainment system excellent. The crew came round often with water and fruit juice, and a second meal was served before arrival. Overall this was a good flight with excellent hard product, excellent economy class service, but not up to the standard expected for premium economy. Why do Singapore Airlines not commit to a proper Premium Economy service?"
2020-02-25,10,10,"""it was totally worth it!""","✅ Trip Verified | Singapore to Los Angeles. I know we paid a little extra for this one-way flight, but it was totally worth it! The most comfortable, newest, economy seats we've even seen. Large screen viewer, a separate reading light, bottle of water, socks, toothbrush and toothpaste, sleeping mask, fully reclining, foot rest, complimentary alcohol, premium ice cream, etc. We will fly Singapore Airlines whenever we can in the future!"
2020-02-25,4,4,"""felt very disappointed""","✅ Trip Verified | Flew with this airline because of it’s reputation, but felt very disappointed. The seats felt crammed in and narrow aisles, it was very hot on the flight and my food was disgusting."
2020-02-23,10,10,"""air crew were friendly and professional""","✅ Trip Verified | Singapore to Amsterdam. Fantastic airline with great food. The plane was quiet and the Skybed came to good use as I slept more than 8 hours. In business class, we are greeted by name and the air crew were friendly and professional. Upon arrival, I even got a friendly Happy New Year hug from a land crew that I got to know through flying SQ all the time. Big hearts to Singapore Airlines - will fly again."
2020-02-23,3,3,"""given a very generic meal""","✅ Trip Verified | Los Angeles to Colombo via Singapore business class. Left on Jan 27 2020 from LAX and returned Feb 21 2020. At their website we were told one can pre-book meals called 'book the cook' which was a joke, no none of the cabin crew knew anything about it. We were given a very generic meal which was nothing to rave about. I complained to the crew and they promised I would have my choice on the return flight - that did not happen either. Their website also bragged about free wifi at cruising altitude, I was able to connect for 10 mins ,after which there was no way to connect for free. Same thing happened when I logged -in under my wife's name - the cabin crew was helpless and could not help. I was told to pay to get wifi , which of-course I did not. The cabin crew were fantastic and did their best to make us feel happy but there was only so much they could do. I travelled frequently on Singapore airline about 10 yrs ago and then I switched to another airline through Hong Kong , regrettably I could not book with them due to the Corona scare in China. My seat on the A350 could not be reclined 180 degrees and my feet hit the front seat and I had to curve my body to fit the space. There was a bed of course -the flight attendant had to lower the vertical back section and fold it down to make a bed, but the hardness and the need to curve the spine made it hard to sleep on this 18 hrs from LAX and 15hrs to LAX. Sorry Singapore airlines you are no longer the top 'dog' in the business. I will think twice before going with you again."
2020-02-22,9,9,"""Overall a great flightW","✅ Trip Verified | Flew Singapore Airlines Jakarta to Singapore and back. It’s still a great airline to fly. Seats was still 9 abreast on 777. Food was great. Entertainment was great, but it’s limited compared to Emirates or Qatar Airways but still acceptable. Price was expensive a bit but still worth it. Return flight in the A350 was more greater than this flight. Overall a great flight with SQ and will fly with them again."
2020-02-22,1,1,"""refused give me refund""",✅ Trip Verified | Melbourne to Singapore. The check in experience is the worst. I request for aisle seat and I got the window seat. I cancel my Russia Holiday with Singapore Airlines they refused give me refund.
2020-02-21,1,1,"""my seat had a broken table""","✅ Trip Verified | Siem Reap to Kolkata via Singapore. We chose Singapore as we had heard lots of wonderful things about the airline. Our experience was worse than any bucket-shop airlines and we thought Singapore was a world standard airline. On the Siem Reap to Singapore Route my seat had a broken table which I was informed only on the way to the boarding the flight when I was suddenly being pressurised by their ground staff. Although I was waiting at the airport near the gate for over an hour none of your ground staff bothered to discuss this matter with me. Furthermore the table was only secured with sticky tape which kept falling on my lap and on a couple of occasions fell on my watch! We then received further shoddy service from ground staff at Singapore on the Kolkata flight. Having paid USD 700+ for our one-way ticket from REP to CCU I was shocked to be downgraded to an airline with filthy seats, no TV, no leg space and in general badly in need of an uplift. To cap it all the cabin staff offered me gifts worth SGD 75 on the plane. This offer got progressively downgraded to a few miles on their airline."
2020-02-20,9,9,"""superior customer service""","Not Verified | Manila to London via Singapore. The usual Singapore airlines efficient boarding process using boarding groups on both flights. The seats on the 777 are more comfortable than those on the (refitted) A380. A pity because seat comfort is a priority on a thirteen and a half hour flight. To be honest, the old A380 seats were more comfortable than the new but the new look better. Wonderful attentive service from the FAs on both flights. The food served was good on both flights, in fact the ""supper"" (chicken thigh, mashed potato and steamed veg with gravy) on the A380 was exceptionally good for economy class. Sadly the breakfasts remain poor. They continue to serve these awful chicken sausages instead of a decent pork sausage (the ONLY thing BA does better than SQ) and the eggs are failures; either a rubbery omelette or scrambled egg that is sloppy and lacks flavour. I did notice some cost saving measures that I had not previously seen on SQ. No amenity kits, which I did not miss but no longer serving sachets of salt and pepper with the meals is a mistake. Airline meals generally lack flavour so I did miss the black pepper. There was also a smaller selection of snacks in the galley. In my view, they still beat the competition, mainly down to their superior customer service so I will continue to use them. The transit experience at Changi is also a big positive."
2020-02-13,3,3,"""Poor food quality""","✅ Trip Verified | Los Angeles to Tokyo. Poor food quality (Chef stuff pre-ordered-cold multiple times), aging aircraft interior, insincere flight attendants. Quirky check in (weighing a backpack?). Blow par flight info management (ticketing and gate notification)."
2020-02-13,9,9,"""still remain my top choice""","✅ Trip Verified | Brisbane to Ho Chi Minh via Singapore. I personally prefer to look for a ticket with Singapore Airlines first before any other airlines unless it's a direct flight. there is no direct service between Brisbane and Ho Chi Minh so I was excited about my flight home with Singapore Airlines. Very friendly and efficient ground service. Cabin crew is the among the nicest. Always up for your request. Food quality has gone down as compared to the past. However, drink game is up from offering cocktails and liquor for economy class. I thought I would enjoy the A350-900 more but turned out I like the Boeing 787-10 better. Too bad that the flight with 787-10 was too short. Overall, Singapore Airlines will still remain my top choice if I have to book a flight."
2020-02-10,3,3,"""the biggest disappointment""","✅ Trip Verified | Copenhagen to Denpasar via Singapore. I had looked forward to where I could go with the new Airbus 350 and Singapore Airlines with their excellent quality reputation. However, the entertainment consisted of very few new movies. A menu card was handed out, I ordered chicken with Thai curry. The meat was full of cartilage and the rice was dried up. This was accompanied by a cold soft sugar tasting roll. Singapore Airline offer maybe the cheapest red wine I have tasted. Fortunately they offered Tiger beer. Although the crew carried sparkling wine on the wagon, you had not right to this since ""it was not in the menu card"" I was told. Very strange. On the return flight to Copenhagen the entertainment was slightly better but the food and beverage was far below the standard you get elsewhere like Qatar Airlines. The experience with Singapore Airlines was the biggest disappointment I have had since very long."
2020-02-10,9,9,"""the legroom is pretty decent""","✅ Trip Verified | Jakarta to Seoul Incheon via Singapore. Jakarta to Singapore. Firstly, that the legroom is pretty decent. I am about 180 cm and i still had around 10 cm space left on my knee. The inflight entertainment system was old school, but the channel and contents were up to date. The crew were very nice. The meal was okay, i had this fried noodle with beef served with bun and some fruits. There were always lot of different beverage options on Singapore Airlines which is actually great. It was a short route to Singapore and i did really enjoy the flight. Singapore to Seoul Boeing 787-10. B787-10 legroom was a bit shorter but still enough for 180 cm man like me. But the arm rest gap was a bit narrow. The configuration was 3x3x3 and i sat on the middle and two other passengers sat on my right and left side. It was quite okay at the first place, then the meal time came up. I struggled not to spill other's passengers meal with my elbow because it was narrow. The entertainment system was really new. It had a lot of different options there and it was up to date. It was 5 hours 25 minutes flight. We just had one time meal and one snack time. It was okay tho. There were 2 options such as Korean or Western menus. I opted Korean one with the menu of Bibimbap. It was just okay since bibimbap was only vegetable and beef mixed with Korean condiments and. The cabin was clean and the most interesting of this aircraft that the window shades was electric by dimming the windows colour. It was nice! This was my first time flying with Boeing 787-10 and i still like A380 or A330 better compared to this aircraft."
2020-02-05,1,1,"""lack in common courtesy""","✅ Trip Verified | Ho Chi Minh City to Los Angeles via Singapore. We departed our flight from Ho Chi Minh City and were on our way to catch our next flight to Los Angeles, when we realized that we had left our Iphone 11 on the plane. The phone was left in the compartment facing the seat. We immediately went to Lost and Found and explained that situation and also informed our agent at the the gate. There was more than enough time for them to have searched the plane before our departure. Unfortunately, we never received any word from the airline. We also filled out paperwork in Los Angeles and we tried contacting Singapore Airlines on many occasions and did not receive one reply. Such a disappointment, the airlines doesn't have the decency to correspond. For an airlines that has such great reviews they definitely lack in common courtesy."
2020-02-04,7,7,"""has dramatically improved""","✅ Trip Verified | Busan to Singapore. First of all, the service has dramatically improved since my last trip with SIA. Cabin crews are super friendly, cheerful and serves customer with a big smile. However, the most disappointing part is the attitude of the ground staff in Busan. One of the ground staff was very impatient and does things insincerely. She delays the precious time of my travelmate by asking unnecessary documents as other ground staff does not require it. Another shocking part is the cleanliness situation of the cabin which was quite dirty and not up to SIA's standard. There were coffee stains on the tray table and the cupholder of the seat. However, the cabin crew was responsive and quickly cleaned the stain for lunch. Food was OK and when I did not finish my food, the cabin crew did asked for feedback and offered me other options which is something I appreciate. Despite the disappointment of the cleanliness and attitude of the ground staff, the cabin crew's attitude actually made my day."
2020-02-03,6,6,"""food was not really tasty""","✅ Trip Verified | Los Angeles to Jakarta via Tokyo, Singapore. Friendly service, but not the best. The food was not really tasty. I ate Japanese cuisine and it was disappointing. Every 1 or 2 hour, they offered us drinks, which I like."
2020-01-26,1,1,"""my ticket was marked as flown""","✅ Trip Verified | Upon attempting to return to Australia Singapore Airlines said I could not check in because my ticket was marked as flown by the ticketing airline. I had to buy another ticket with another airline to fly home. I asked for a letter showing I was not allowed to check in - nothing to do with my behaviour, condition etc. Singapore Airlines wrote to me to say I was a ""no show"" not that there was any problem checking-in."
2020-01-20,5,5,"""ran out of certain dishes""","✅ Trip Verified | Bangkok to Singapore was the biggest let down. Okay food but they ran out of certain dishes during the first service run. Service on this flight was understandably rushed due to its 2-hours duration. But it was also terrible. I ordered post-meal drink and notes were taken but they forgot about me. I requested the drink again, but was told too late the bar is closed. We pay premium for business class partly to enjoy the amenities including F&B. Running out of certain dishes and forgetting to serve a drink renders this as a wasted expense and for that we currently do not recommend this airline."
2020-01-17,10,10,"""the best flight ever""","✅ Trip Verified | Denpasar to Singapore. This was the best flight ever! Singapore Airlines staff are warm, helpful and very hospitable. I had changed to my flight two times because of a cyclone in my country and the airline was very hospitable and they changed my flights without picking up a fuss about it and they did it for free. Check in at Denpasar was very friendly, the staff happily gave me a window seat and once on board, I was amazed, the plane was new and was extremely comfortable. I can't wait to fly with them again in future."
2020-01-17,10,10,"""seat was really comfortable""","Paris to Singapore. Singapore Airlines upheld its excellent standard on this flight. The ground experience was smooth, although the gate was a pretty far walk. The flight was very comfortable and enjoyable. Two meals were served - lunch and breakfast, and both we just delicious. The cabin crew were friendly and provided excellent service. The IFE was easy to use and pretty responsive, and also had a very wide variety of movies. The seat was really comfortable for a Premium Economy seat. It was wide, had more than sufficient legroom and had good recline."
2020-01-17,8,8,"""Service was good""","✅ Trip Verified | Singapore to Newark return with family. Cannot say that I was looking forward to spending 17-19 hours on an aircraft, however the time passed very quickly indeed and would recommend Singapore Airlines and this route if wanting to access the US east coast. Service was good, and premium economy seats were comfortable. Used the book the cook option and the food was okay - there is also lots of snack available in the galley when you want. The IFE is one of the better ones on the market, with a decent touchscreen and good selection of movies and TV shows. I booked one of the seats at the rear of the cabin which is by itself and this is certainly worth while doing. Overall, it was recommended and would take this option again to NYC from Singapore. The flight goes far quicker than you would think."
2020-01-16,1,1,"""the gate was closed""",✅ Trip Verified | Singapore to Perth. The flight was delayed and when we reached the gate was closed and we were advised that the gate is changed. We had to walk to the other side of the airport and sat there for an hour. When we were boarding we were advised that this is a different flight number (same airline and destination though). We were checked in 2 hours prior to the flight time but were never paged us or looked for us. Just took the luggage out of the flight. They advised us that the next flight is full also and we will need to wait till the next day for another flight as well as having to pay penalty.
2020-01-15,2,2,"""proceeded to first class check in""",✅ Trip Verified | Sydney to Singapore in Economy class. I recently received a status match I am QF platinum and received kris gold. At the airport I proceeded to first class check in (allowed with qf platinum) but did not realise that Kris gold doesn’t provide the same benefit. I was told by the check on supervisor that I was being unfair to other passengers as if I had come to the wrong desk on purpose. She came back again and repeated the same on front of other passengers. The experience was humiliating as I had made a genuine error
2020-01-13,5,5,"""not overly friendly service""","✅ Trip Verified | Singapore to Frankfurt. I was lucky enough to get an upgrade to Premium Economy on this 13h flight. Something which rarely happens on SQ. The seat was reasonably comfy with plenty of legroom. There were no more menu cards in Premium Economy, something I’ve got even in Y class on the same flight a year ago. Food was ok .. but nothing to shout about. The most disappointing part was the robotic, not overly friendly service. I think the days of the famous “Singapore Girl” are gone. Carrier like Qatar Airways are miles ahead here."
