date_published,rating_value_10,rating_value_5,title,body
2017-10-29,9,9,"""cabin service is fantastic""","✅ Verified Review | Singapore to London. Business class with my family for holiday. Daytime flight thus the service quality becomes very important as there were not much sleeping time. A380 has been in service for a while thus the seats are quite worn and despite the best maintenance it still shows, the buttons are tough to press and the inflight entertainment remote is also quite tough to be responsive; having said this they have promised to revamp the seats soon. The seats are quite wide and when converted to a bed the upper part of the seats are wide and comfortable but the lower part where the feet lays are a bit narrow. Food was fantastic as we applied for book the cook facility. The satay was amazing and the subsequent courses did not fail to please my family. Inflight entertainment was very good but I would have loved a wider collection of not-so-recent movies. The cabin service is fantastic; cabin crew makes an effort to recognize us and even some recognized us on other flights where they were on with us on a later date."
2017-10-29,9,9,"""Leg space is pretty good""","✅ Verified Review | Singapore to Jakarta route 1-2 times a month for 8 years. Compared to the competition for the same route, Singapore Airlines provides the biggest plane (AF used to serve the same route with their big plane but this ceased 2 years ago) with Garuda only providing 2 big planes for this route/ day. The big plane factor here matters, as the smaller planes tend to be parked away from the terminal and thus the passenger has to take a bus to the main terminal. Bigger planes almost always gets the aerobridge and thus the disembarkation process is way faster. For this 1.5 hour flight Singapore Airlines provides a meal (and also their full-service competition) and the speed of service for the food is amazing. The selection of food is pretty good however the selection for special diets have to be made online in advance. No connectivity on the flight. Leg space is pretty good compared to their competition; however the price for this route is pretty high, can be as high as a price from SIN to NRT on low season, for example."
2017-10-28,2,2,"""The seat was broken""","✅ Verified Review | Paris to Singapore, One of the lousiest flight I ever took! The seat was broken and the airline can’t find any replacement. The TV equipment at some of the aisle were also broken. I filed complaint but no feedback to date."
2017-10-26,9,9,"""impressed with cabin staff""","✅ Verified Review | Medium haul flight from Singapore to Bangkok. The plane was a rather dated B777. Nevertheless, the cabin was well maintained, and the seats were comfortable and offered sufficient legroom. The food was very tasty. However, I was most impressed with the service of the cabin staff. I was wearing a suit, and the flight attendant asked me whether he could put the suit jacket on a hanger, which has never happened to me with any other airline."
2017-10-23,3,3,"""horribly poor condition""","✅ Verified Review | Sydney to Singapore. I have to say the flight was in a very poor condition with Singapore Airlines. I was sitting on the upper level of the plan, and the interior is very dirty (marks everywhere on the walls, handles, corners) and seat covers torn when I looked around. The entertainment system is a joke, I think may be back in at least 10 years you will see those airlines are using those system that you can't play the movie you chosen from the beginning and have to play them half way based on the entertainment system schedules. I was shocked to see any airline are still using those kind behind entertainment system, don't even mention it's Singapore Airlines, which will charge extra amount of money for nothing! The food was ok, typical airline foods. Service is good, but be honest I rarely see bad service in any airline, so I'd say it's standard. Overall, the aircraft in horribly poor condition as well as its entertainment system!"
2017-10-22,9,9,"""food was delicious""","✅ Verified Review | Singapore Airlines is definitely one of the best. My flight from Singapore to Istanbul was punctual, the FAs were attentive and corteous, the seat was comfortable, the legroom was spacious, the food was delicious. The only downside was the IFE, the screen was small, blurry and not touchscreen, the earphones were not comfortable, for a long haul flight entertainment was an important aspect of the flight. I hope SQ put more attention to these small details"
2017-10-22,9,9,"""cabin crew friendly and courteous""","✅ Verified Review | Jakarta to Singapore. This was my first time flying with Singapore Airlines and I was impressed. The flight was on time, the cabin crew was friendly and courteous. The cabin was really clean. It was a short haul flight which only lasted for 1 hr 45 mnt but really enjoyable. The food was decent for a short haul flight. It has 3-3-3 seat arrangement which is great and the legroom was spacious. I wish they could improve more on the flight entertainment system because even though the movie selection was great and had many new titles the touch screen was not responsive and the earphones were not comfortable enough"
2017-10-08,10,10,"""reliable and consistent service""","✅ Verified Review | Singapore to Bangkok. Singapore Airlines provides a reliable and consistent service. The flight attendants welcome passengers on board with smiles and are present to assist passengers to their seats and provide help with hand luggage, etc. There are 2 meal options and having flown this route over 5 times in the past 12 months, I have always managed to get the option of my choice. The entertainment options are wide and varied and the attendants present throughout the entire flight. The airline recently upgraded the earphones given out to passengers which passengers can bring home. Each earphone pack comes with 2 pairs of spare ear pieces of different sizes. This airline is definitely ahead of the curve and the challenge is to see how it maintains its lead during times where the industry is full of tough competitors without compromising on standards that its loyal customers have come to expect."
2017-10-06,10,10,"""amazing from start to finish""",✅ Verified Review | Sydney to London via Singapore. The service by Singapore Airlines was amazing from start to finish. Check in staff were friendly and helpful. On both flights the cabin crew were attentive and friendly. Food was good and there was a reasonable amount of entertainment to watch on the large personal screens.
2017-10-02,1,1,"""the worst customer service""","✅ Verified Review | Singapore to Paris. My husband and I chose Singapore Airlines for the first time to visit my brother who lives in Singapore. We thought it was one of the best company. Unfortunately, it has the worst customer service we’ve seen. Our return flight from Singapore to Paris was delayed by 3 hours so that we missed the connecting flight with Air France in Paris. All the flights to go home were full for the following 2 days. We had to buy by ourselves 2 train tickets (188 euros) to go back home. Our Air France tickets that we couldn’t use because of the delay were non-refundable. So we lost 246 euros because of SIA. After several mails to SIA (because they don’t reply to emails), the company doesn’t deign to pay 246 euros to compensate us. They only want to pay the difference between the train tickets end the Air France tickets (52 euros). Not logical. Plus, they don’t want to spend money to reply with postal mails. Only answers by email. Singapore Airlines don’t have consideration for their customers. They don’t take responsibility when their delayed flights have consequences on customers. We will never fly again with Singapore Airlines."
2017-10-02,10,10,"""crews were very attentive""","✅ Verified Review | Barcelona to Melbourne via Singapore, a terrific flight on Singapore Airlines. Comfortable seats, great food and wines and exemplary staff. Both crews were very attentive and worked hard to ensure we had good flights. The new A350 seats are well-designed and the Inflight entertainment is easy to use with big screens. I have seen better videos choices, but the offer on SIA is good."
2017-09-29,10,10,"""food and service were efficient""","✅ Verified Review | Amsterdam to Brisbane via Singapore. AMS to SIN was in premium economy on an A350. The SIN to BNE sector was in standard economy on a Boeing 777. At this stage, Singapore Airlines doesn't offer premium economy to Brisbane. These two experiences were extremely different. In Premium, I paid a little extra to sit in the front row. I was able to extend my legs fully and adopt different seating positions. It was relatively comfortable. IFE was excellent. The large screen, extensive selection and quality headphones made the flight pleasant. Food was nice and the cabin crew were really professional. Changing in Singapore to standard economy - the seat was obviously narrower and my knees touched the seat in front. I could only adopt one sardine like position in my seat. All in all, it was quite uncomfortable for me. The food and service were efficient. The tiny screen was hard to see, having to often adjust the angle and on the 777, the selection was less than on the A350. In my opinion, there is a very distinct difference between standard and premium economy and I think the extra cost if well worth it."
2017-09-28,10,10,"""A wonderful experience""","✅ Verified Review | Flew Houston to Manchester. A wonderful experience - the stewards and stewardesses were very helpful and sensitive to our needs at all times. The food was excellent, every meal was hot and tasty and served with a smile. We had a little turbulence along the way but the Captain came on and re-assured everyone. I will definitely fly Singapore Airlines again."
2017-09-23,3,3,"""never fly Singapore Airlines again""","✅ Verified Review | Our holiday involved four Singapore Airline flights, Sydney to Frankfurt via Singapore and return. I bought and paid for four preferred seats. I have replacement knees and whilst they slightly limit my mobility, they do not adversely impact on my upper body strength or general fitness. The preferred seats would have given me more leg freedom. I purchased the preferred seats on-line and disclosed that I had a mobility problem. The tickets were sold with full disclosure by me. On the flights, we were refused the seats. It was then explained to me that it was the decision of the Cabin Crew ""on the day"" whether a person could occupy the preferred seats or not. We were moved further back down (both) aircraft and other people were seated in the preferred seats at no cost to themselves. It seems that the cabin crew make a decision whether the people in preferred seats are fit enough to assist other passengers in the event of an emergency. A total farce really, because they do allow women with babies to utilise these spaces. (So much for being fit enough to assist) On the last flight, the senior Cabin Crew person indicated she was submitting a report to assist me in having the money returned. I wrote to Singapore Airlines in late August. My email was acknowledged, then no further contact was received. I rang the Sydney office today and was told the money would not be refunded because the Airlines has a ""Not Negotiable/No Refund policy on preferred seat sales. My point is that those seats should not have been sold to anyone without a clear indication that it was a decision for the Cabin Crew ""on the day."" It was unpleasant sitting well back watching other people enjoying the seats I paid for. I will never fly Singapore Airlines again."
2017-09-16,6,6,"""Overall a pleasant trip""","✅ Verified Review | Singapore to London Heathrow. I haven't flown SIA for over 5 years, and was looking forward to renewing my experience. Overall a pleasant trip, but they seem to rather a shadow of their former self. I guess they are getting attacked by low cost airlines and Middle eastern airlines that have stolen many of their customers? Staff were efficient during the set times for service, but outside that this is a rather disappointing level of attention for business class. I had flown LAX to Tokyo one week earlier with ANA business class and have to say they are streets ahead of SIA from a service viewpoint. Seat on this A380 was comfortable, a little hard to sleep on, but quite private. Meals seemed quite small and dull compared to former standards. Used the inflight entertainment at beginning of flight and quite a nice choice. I probably wouldn't put them as first choice next time - they are a whole lot better than BA, but that is like comparing a low cost airline against SIA."
2017-09-16,10,10,"""best airline I have flown""","✅ Verified Review | Dhaka to Singapore in economy class. The seat, comfort, staff, everything was excellent. They give you hot towels, menus, and steel cutlery for your food which is rare in economy class nowadays. It is the best airline I have flown."
2017-09-14,10,10,"""crew were enthusiastic""",✅ Verified Review | Singapore to Perth. We were welcomed on as if we were old pals. This crew were enthusiastic and funny and service excellent. Food was exceptional. And welcome back to amenity bags. Entertainment system very good. Seats not flat bed. Lounge in Singapore needs a makeover.
2017-09-14,10,10,"""overall a great flight""","✅ Verified Review | Perth to Singapore. Friendly service, with good food and overall a great flight. Not a full flat bed in business class which is a shame but its only a 5 hour flight. No amenity kits. Lounge staff were excellent in Perth. Singapore lounges are now looking tired. Certainly one of the best flying out of Perth."
2017-09-14,8,8,"""didn't find anything that stands out""","✅ Verified Review | Frankfurt to Singapore was my first trip with Singapore Airlines and the journey was flawless. The staff was nice and helpful, on ground and in the plane, the flight was on time. I had a Boeing 777 on the way in and A380 on the way back, and, since that was my first travel with the A380, I'll focus on this one. First of all, this plane is awesome! It's so massive and super silent. I paid for the extra space seat, which turns out to not be a super good idea. You paiy for more leg room but got an entertainment system in the armseat that is less pleasant than the normal, so, I'd say that's not worth it. But, anyway, service was good, but not extraordinary. Food was not so good to be honest, I was a bit disappointed and the service was nice but, I didn't find anything that stands out compare to any other big airline in my opinion. Seat was ok, I could sleep without too much discomfort, entertainment system was fine, no complaints about it. In the end, I had two nice flights, I really enjoy them but, I didn't find that the Premium Economy in a 5 stars airline was much different that a 4 star one. So, I'd recommend Singapore Airline, but, if you find the same seat category for less money in a less prestigious airline, I'd switch for the second one."
2017-09-08,9,9,"""Fabulous service by cabin crew""","✅ Verified Review | Munich to Singapore return, outbound Premium Economy, return in Business. Fabulous service by the cabin crew on both trips. On the outbound flight the purser went through the cabin twice and asked everybody whether everything is ok. At the end of the flight he shook hands to a lot of passengers and thanked for flying SQ. Never seen before. I took the available ""Cook the book"" option for Premium Economy and had a vey tasty meal (Salmon noodles). Seat in the first row of Premium Economy to be recommended the other rows looked a little bit cramped. A lot of drink rounds on the day flight and also snacks available. Could use the Lufthansa Lounge as Silver Card member LH, but a little bit crowded at noon time, Silver Kris Lounge on the return flight a better options for meals and snacks, however (as some here have already mentioned) crowded between 10.00pm and midnight and the furniture need to be renewed urgently. Boarding in Singapore is smooth, flights on time, even ahead of schedule, good choice of entertainment. Just one neative point: Even there were quite a lot free seats in Business on the outbound flight, it was not possible to redeem my LH Miles on this flight despite several attempts during the last 6 weeks before departure"
2017-09-04,10,10,"""highly recommend this airline""","✅ Verified Review | Surabaya to Singapore in economy class. It's visible from beginning it's good quality airline. I made online check-in to reserve seat before, all process without any problem. On the airport, baggage drop and boarding pass printing process went very smoothly. Because of small traffic on Surabaya airport security control process did not take much time. Also lounge was very nice and spacious. Boarding process was well organized. On board the service is on really good level. Staff speaks good English and is kind. Meal service was really tasty. Our plane was quite old and it was visible in the entertaiment system. Screen in my seat had some problems with touch screen and it was lagging but with additional remote I was able to use it. Before landing we got some information about connecting flights. All services was on time. I highly recommend this airline."
2017-08-31,10,10,"""two great flights""","✅ Verified Review | Melbourne to Barcelona via Singapore, two great flights. Both cabins were the new Business fit out and the seats (11K and 11A respectively) were of the new set up. The only issue is that I think there is a lack of storage space, and no drink tray (which is available on the A380) The A350 arrangement is newer of course and the individual cabin seems a bit smaller than those on the A380 and B777 (although the seat is the same width as on the B777). In reality the size seems to be on a good scale and uses the space well - it is very comfortable and all works well, and very roomy. Interestingly we were handed a small amenities kit on the Singapore to Barcelona flight - a first in my experience with SIA. The service on both flights was top notch and the attendants very friendly and attentive. The A350 flight seemed to be full, but the service was of a very high standard. We had a short stopover in Milan where we had to remain on the plane and there was a crew change. One of the flight attendants came up to say goodbye as she was leaving the plane. Very personal service. The A350 is a terrific plane - very quiet (much more so than the B777) and very smooth. I did feel better after this flight than other long haul flights so maybe the extra humidity and air pressure and better air conditioning worked. Meals and drinks were of a high standard and the toilet to passenger ratio seemed good. The only slightly negative thing was the Silver Kris lounge in Singapore - very crowded, and the showers are showing their age. However, I thoroughly recommend Singapore Air and the new A350."
2017-08-15,10,10,"""service nice and attentive""","✅ Verified Review | Hong Kong to Kuala Lumpur via Singapore. My experience from HongKong to Kuala Lumpur was outstanding. I had booked the two flights on separate tickets as I had to add the trip to Kuala Lumpur on rather short notice. When booking the trip I took into account that the connection time in HKG was only 1 hour and 50 minutes between my SK flight and the Singapore flight. Being a frequent traveller with SAS I already asked to have my luggage checked through to Kuala Lumpur at Oslo airport, which was a very good choice as thus the SIngapore ground staff was prepared when the SK flight arrived in Hong Kong with a 80 minute delay. Despite I made it to the departure gate on my connection at last minute - exhausted after a long run through Hong Kong airport, the Singapore ground staff had already made a arrangement for me and my colleague to be booked on the next machine as the earlier flight had been anyway full. Both me and my colleague (who would not have made the connection as fast as me due to troubles at transfer security), we were both reassured, given new boarding passes and guided to the Singapore lounge for the next flight. All ground crew was very attentive and supportive and I appreciated this very foresighted arrangement, especially in the course that me and my colleague were actually booked on separate tickets. The flight itself was good, service was nice and attentive, but overall uneventful ."
2017-08-08,8,8,"""a good time flying with them""","✅ Verified Review | Singapore to Taipei. I flew 4 Singapore Airlines segments in the past month and this one was the best among all. The cabin crew were nice and friendly, though they seemed pretty occupied, they remembered and managed to fulfill our needs. The meal was not delicious, whereas they offered us various options for beverage. It was enough. We had a good time flying with them."
2017-08-07,2,2,"""crew rushed both services""","✅ Verified Review | Rome to Melbourne via Singapore. Check in Rome was quick, efficient and friendly but from there it was all downhill. Singapore Airlines use a common use airline lounge in Rome not affiliated with any specific airline. Lounge is very dated and standing room only when full as it was on this day. Food offerings were a stale pound cake and a bowl of nuts. The bar area was covered in dirty used glasses. I left the lounge and bought water from a vending machine. The aircraft was a refitted 777 that looked every bit it's 16 years old. The purser was very friendly and the rest of the crew in business class were also alright on the Rome to Singapore leg. The seat was large but very uncomfortable in seated and bed positions. The meal was not great and quality sub standard. The next flight out of Singapore to Melbourne while the aircraft was new was the biggest disappointment. The crew rushed both services and literally threw the table clothes and utensils down. Bread baskets thrust at passengers without offering bread. All done without uttering a single word to customers. From the noise coming out of the galley they were capable of talking and laughing just not with their customers. I wouldn't have given more than 2 stars from their product and crew ."
2017-08-06,9,9,"""crew are very professional""",✅ Verified Review | Dhaka to Shanghai via Singapore. It's my 2nd time fly to Singapore airline. Excellent service. Ground staff are helpful and polite. Cabin crew are very professional and trying their best give service to pessenger. Food choice is really great but wifi is too expensive. Onboard entertainment have many choice.
2017-08-05,2,2,"""disappointed by lack of water""",✅ Verified Review | Singapore to Melbourne. Our late departure was thankfully made up in the air however I was very disappointed by the lack of water offered or available on board for the flight. Dehydration set in and made for an uncomfortable flight. The breakfast of a bread roll and some spread was pretty pathetic too! Singapore Airlines needs to have drinks and snacks available to help yourself to like other 5 star airlines.
2017-08-03,9,9,"""impressed by the offering""","✅ Verified Review | Hong Kong to Singapore. First time trying the premium economy of Singapore Airlines, must I say I was really impressed by the offering and the value for money. Boarding in Hong Kong is done very orderly, Premium economy customers get to use the channel for gold card members. Separate counter for check in, priority luggage handling, and a generous allowance of 35kg! On board I was warmly greeted and shown to my new seat. Very impressed by the design, seat pitch, and storage space etc. Out of HK we had a delay of 1 hour due to heavy traffic, but crew handled it perfectly, with drinks and snacks given out, and air con on. Sharing the same toilet of economy is no problem at all. We were even offered champagne and nuts, not bad at all! Meals were from economy, but we could also book the cook for a few extra special dishes. Metal cutlery, wine and drinks offered. Nice premium ice cream offered at the end of the meal. AVOD has a large screen, touch screen for 777 and normal use of console for A380. Wifi is available, although not cheap, but those who needs it will find it very useful. Seat when reclined slightly, plus the footrest, makes for a very comfortable position for relaxation. For medium haul flight this is perfect. I can highly recommend it, sometimes the price can be cheaper than economy in high seasons."
2017-07-31,10,10,"""experience was fantastic""","✅ Verified Review | Manchester to Houston. 30th anniversary included a bucket list experience on Singapore Airlines new A350-900 aircraft. The experience was fantastic, the service superb, and Singapore Airlines lived up to its ranking. The cabin is so quiet and the seats are the widest. Lie flat seat provides enough space for my 6ft plus frame, even if I did have to tilt a little to fit my feet in the slot. IFE was full of movies on a great screen and the food was delicious, especially Tiramisu. Don't miss the Singapore Sling, the signature cocktail of the airline. Only negative is that the cabin can tend to be warm, and there are no individual vent controls to adjust comfort levels."
2017-07-30,9,9,"""I'd happily fly with them again""","✅ Verified Review | Stockholm to Singapore and onwards to Phuket. We booked 5 seats in a row, 3 on the left side and the next 2 seats in the middle. Flying economy, our expectations were fairly low, but we were pleasantly surprised by the seats. The legroom was large, the seats were decently comfortable and in-flight entertainment system was excellent. Before taking off, the crew handed out hot towels and the menu, which was very nice. Shortly after take-off, the service began with a smaller snack before the stop in Moscow. Here, all passengers had to get off the airplane, even if you continued to Singapore. Moscow was an annoying but thankfully short stop. Be prepared to show your passport/bording pass 4-5 times though, as there were several controls, and one proper security checkpoint. Nothing insufferable, but annoying nonetheless. After taking off again from Moscow, the rest of the trip was a breeze. The service from the crew was excellent, with food, beverages and complimentary items. It was a 10 hour flight but it went by quickly thanks to the wonderful seat back entertainment system. There were more movies than you could ever hope to watch during a flight, as well as games, tv-series, books and music, all of it free! The only thing you had to pay for was the wifi. As such, I didn't check the cost, since I had enough free entertainment. As we began our descent the crew cleaned up nicely, and handed out the necessary immigration forms, if needed. The plane itself was only a few months old at the time and felt very modern. Everything looked stylish and clean. All in all, I am very impressed by Singapore Airlines economy class on this flight. I have flown business class once before, and this was honestly not that far removed from that service, excluding the seat of course. I'd happily fly with them again!"
2017-07-27,4,4,"""food service is economy standard""","✅ Verified Review | London to Auckland via Singapore in Premium Economy. The seat width and leg room are marginally better than economy and is very hard and uncomfortable. Seating across cabin was 2-4-2. No toilet, use economy toilet and no closed off cabin. and food service is economy standards. Book a chef food arrives early so meal is consumed before wine service. The crew serve the premium and economy cabin so once you have been served don't expect to see crew again until meal service."
2017-07-24,9,9,"""seeking out the A350""","✅ Verified Review | Melbourne to Singapore en route to Zürich in late June and it was the most pleasant economy class flight I have experienced. For someone who is 188cm tall, I generally struggle with the legroom provided in any economy class cabin but found the A350 provided a generous amount of seat width which meant I could angle myself slightly to avoid touching the seatback in front. The cabin staff were excellent in their attentiveness, and the upgraded IFE screens and controllers were a noticeable improvement from the ageing systems in the A380 and 777-300ER. Food and ground services were pleasant. Overall excellent experience and will be actively seeking out the A350 in my future travels."
2017-07-21,10,10,"""enjoyed my experience""","✅ Verified Review | Dubai to Seoul via Singapore, on a Boeing 777-300ER from Dubai to Singapore. The seat was massive and in great condition. The onboard entertainment was fantastic with a great selection of movies. The food was sensational with a good selection of drinks. My flight to Seoul was on an A330-300 which was slightly older and the seats were smaller. I was provided with the meal I had pre-booked and the flight was excellent. I flew back from Seoul and the service was exceptional. I had 8 hours in Changi airport and the silver Kris lounge provide a peaceful environment with great food and drinks available. My final flight to Dubai was the best flight. Amazing crew, meals and onboard entertainment. The crew very kind and asking to top up drinks. I thoroughly enjoyed my experience on Singapore Airlines."
2017-07-20,7,7,"""an inconsistent experience onboard""","✅ Verified Review | Flew from Jakarta to Singapore return. Our outbound leg was operated by a brand new A350. Despite the usually unremarkable ground service in CGK, we walked into the plane with high expectations, being known as a prestigious carrier here in Indonesia. Our previous flights with them has also been excellent. However, walking out of a Singapore Airlines plane for the first time in three years left us wanting for more. Sure, the A350 was an excellent aircraft in itself, with a spacious cabin, larger windows, high-tech LCDs for overhead signs and increased humidity, but unfortunately the flight experience overall has fallen miserably compared to our past flights with them as well as with competing airlines. Seat comfort was good but not great due to the hard leather headrests. Seat width was great, while pitch was nothing remarkable. Service was noticeably rushed, though crew were still professional, efficient and quite friendly. IFE was the most sophisticated and content-loaded I have ever experienced - complete with an extremely high resolution remote controller. However, it was not useful other than accessing shortcuts and viewing brief flight information. And then the food came: every single portion of the meal was lackluster - very severely below industry standards. Also, the ding sounds were played excessively throughout the flight, at an ear-splitting volume - they rung at least once every thirty seconds. How incredible. What's more, turbulence kept coming and going throughout the entire flight as well, and when it was time to land, we hit the ground very hard. Kudos to the pilot. The return flight was operated by a 16-year old 777-300, a stark contrast to the brand new A350 of the previous flight. However, this was much better: food quality was raised to industry standards - good, but not great, service was friendlier, but still far from the best out there, seat comfort was elevated thanks in part to the very soft and plush leather headrests; the constant ding sounds were replaced by an overall calmer ride interspersed with brief periods of turbulence. But what impressed me was the amount of space that each passenger in Economy Class receives: the amount of legroom was mind blowing. I could stretch out and still not feel claustrophobic. However, this flight also comes with its own share of flaws: crew service was not as efficient - they spent the first 20 minutes of cruise heating up food, and this caused my row to get the food only 30 minutes before arrival, and we finished our desserts as the plane was already midway through descent. Also, the IFE system is ancient and is in desperate need for a upgrade. The screens were also falling apart as well. Overall an inconsistent experience onboard SQ that has slightly declined since I flew them last three years ago."
2017-07-19,9,9,"""courteous and efficient""","✅ Verified Review | Enjoyed my trip from Singapore to Amsterdam in the A350. The best of it was arriving jetlag free, both ways. Normally I feel grotty for at least a couple of days. The service was the usual Singaporean courteous and efficient. The food was good and the ambience pleasant. Highly recommended."
2017-07-18,1,1,"""baggages nowhere to be found""","✅ Verified Review | Tokyo Haneda to Melbourne via Singapore, we were bumped to an earlier flight in Singapore with the reassurance that our baggages would be transferred to our new flight. Lo and behold, we arrived in Melbourne after enduring a painful flight in an old airplane with terrible food and fault inflight entertainment (had to be restarted twice) our baggages are nowhere to be found. Went to the baggage assistance area and talked to a very agitated agent who refused to explained the situation to us. Very disappointed with Singapore Airlines with this mix up. They are efficient when running smoothly within their protocols but anything out of ordinary reveals poor problem solving."
2017-07-16,9,9,"""always a pleasure""","✅ Verified Review | Business class on Singapore airlines is always a pleasure. From Singapore to San Francisco, attentive polite staff, great food, IFE system with many choices, easy check in, and now they use TSA Pre so my connection to a US carrier went smoothly as well. The only negative on the trip was the child in the row behind me who did what small children do from time to time. Ear plugs helped there. With SQ, the miles accumulation doesn't go very far, but ever since the US carreiers devalued FF miles, SQ is the way to go. THe WiFi is slow and $17 for the flight but if you need to check and send email it works."
2017-07-16,5,5,"""experience has been disappointing""","✅ Verified Review | Denpasar to Singapore, my experience has been disappointing. The lack of pillow and blanket on board was a concern, even though it was just a short flight, and the fact that it was a day flight didn't mean that blankets were not necessary. The cabin temperature was freezing and when I asked the crew for a blanket, the reply I got was they have run out. When the flight was approaching Singapore, we demanded for some disembarkation/embarkation cards, we only managed to get 2 for a total of 8 of us, because they have run out of these cards. In the end, we had to queue up before the immigration counter at Changi Airport to get the cards and to fill them in. The meal was very unsatisfying. Overall, the flight was just full of disappointment."
2017-07-11,10,10,"""very kind and cooperative""","✅ Verified Review | San Francisco to Singapore via Hong Kong. I was pleased with the smooth service of Singapore Airlines. Ground service in SFO was very friendly and tackled our problems efficiently. Aboard the plane, the flight attendants were very kind and cooperative. Cabin and seat features were very convenient and modern. The food was spectacular and movie choices were in a vast range. A blanket and pillow were provided even for a 3 hrs 50 min day flight from HKG to SIN. Overall, Singapore Airlines definitely brightened my trip to Singapore. (SIN airport was also grand and beautiful!)"
2017-07-11,9,9,"""Great plane and great flight""",✅ Verified Review | Singapore to San Francisco. Initially when I flew on an A350 I felt that it was far too narrow unlike B777-300 ER. It's actually a very quiet plane and the seats are very comfortable. The lighting is very conducive especially for an overnight flight. However as I took SQ32 which was a morning flight out of Singapore it was some time before the cabin lights were switched off and when it does this is a super cool silent plane allowing one to relax and doze off to sleep and even when the lights are being switched on it was not like super glaring. Great plane and great flight and I did arrive fresher on this flight not when I flew on this aircraft for the first time in March than I would do on other types of aircraft.
2017-07-11,10,10,"""staff were very friendly""","✅ Verified Review | Los Angeles to Singapore. Singapore Airlines was awesome. They gave amazing meals and and customer service was great. The cabin staff were very friendly. Great people. The facilities were super. I did have some trouble with the wifi but I was still entertained by their range of music, games, movies, tv shows, etc. At the end of the flight I accidentally left my phone in the plane. I panicked and ran back to the plane however I was not allowed to re-enter. Then I saw the cabin staff and the manager as they were going home and I told them the situation. They quickly reacted asking me my seat number and three staff into the plane. I was very pleased by their efforts. The manager then calmed me down and everything. Shortly the men returned and thankfully they found my phone. I was very thankful to them as they took time out of their journey home to help with my situation."
2017-07-11,7,7,"""routine short haul flight""","✅ Verified Review | Jakarta to Singapore. The arrival of SQ960 was delayed and our flight SQ961 was delayed even further. This was on July 7th. The congestion at the airport meant more waiting and the captain allowed passengers to call family and friends to inform them of the severe delay whilst we were on the runaway behind 6 planes. It was not a refitted 777-300 but as I did not have any passenger next to me it was fine. There was no wifi on board. This was a routine short haul flight. The flight attendants served dinner, they looked stressed and very little smiles but I guess it's understandable."
2017-07-10,2,2,"""positive is inflight crew service""",✅ Verified Review | Singapore to Perth. A disappointing inflight experience with Singapore Airlines. Seats are old and stained. The inflight entertainment screen was stuck and the angle could not be adjusted. Food was too salty for me. Stained toilet seat and basin. Not worth paying more for these older facilities. The only positive thing is the good inflight crew service. Definitely not a 5 stars airline.
2017-07-08,1,1,"""horrible flight experience ""","✅ Verified Review | Perth to Singapore on the 3rd July and the most horrible flight experience I could get from a full service airline. Inattentive staff, cold food, broken in-flight entertainment equipment and terrible service. I was with a friend when I boarded this flight and going back to Singapore after a semester of studies in Perth. We just had a rude encounter with a staff at the boarding gate and was hoping to get a warm welcome from fellow Singaporeans on the SIA flight. However we were received with hostile treatment from the cabin staff serving us on the flight. Had to pass through 5 flight attendants before we finally got an apple juice. First 2 attendants conveniently missed us when serving drinks to other passengers. The next 2 forgot our orders. Throughout these 5 encounters, we were received with rude attitudes which irritated, annoyed and angered us. It was a truly frustrating flight. A flight attendant also missed me when serving meals, had to be served by another from the other aisle. Apart from that, in-flight entertainment was faulty, didnt bother to announce before rebooting and after restarting. My remote had 1 button missing. Meals were not hot and rice was hard. I had previously tried Scoot for the first time from Singapore to Perth. Although the food was terrible, they provided a quality of service that could rival a full service airline and definitely beat the one provided by SQ on this particular flight. Before this flight, I absolutely adored SQ. Now, I am seriously considering boycotting this airline for the treatment I received on flight. I seriously wonder if the old cabin crew who had built up such a wonderful reputation for SQ had moved on to serve in Scoot. I don't think any customer deserves to be put through the horrible treatment my friend and I received on this flight. I honestly would have liked not having to sit through this torture."
2017-06-30,6,6,"""not really impressive""","✅ Verified Review | London to Melbourne via Singapore. The premium economy is not really impressive. The seats are a bit bigger, but sometimes I feel like I'd rather have a window seat in economy and wedge myself into a comfort. It is handy if you want to do some work on your laptop during the flight, but not if you want to sleep. Singapore Airlines is a reasonable premium economy class option, but not as good as Qantas. The food is standard economy which I think should be expected. The extra money is paying for the seat. But I battled in it and didn't find the extra space that worthwhile. The Wifi on SIA is an absolute joke. It was $10 for something like 50MB. I had to reload twice during the flight. Overall, I didn't think it was worth the price. If you are going to dig your hand into your pocket and spend money, go business. If not, grin and bear it in economy."
2017-06-30,9,9,"""Overall the flight was ok""","✅ Verified Review | Singapore to Beijing, flight took 7 hrs. It was a night flight so after the seatbelt sign has been switched off the flight attendant gave the amenity kits followed by beverages and peanuts. It was quite smooth flight and the inflight entertainment was up to date. It has a feature of 3D maps that can locate us in real time. I also used for on board wifi but unfortunately Emirates has better offer for on board wifi due to less cost amount money compared to Singapore Airlines. In the morning the crew served a breakfast with two different menu. I had the egg vegetable frittata. Prior to landing a hot towel was served. Overall the flight was ok."
